,data,valor,data_extracao,responsavel
selic_3980,2007-09-05,0.042956,2023-07-14,AUTORA
selic_3981,2007-09-04,0.042956,2023-07-14,AUTORA
selic_3982,2007-09-03,0.042956,2023-07-14,AUTORA
selic_3983,2007-08-31,0.042956,2023-07-14,AUTORA
selic_3984,2007-08-30,0.042956,2023-07-14,AUTORA
selic_3985,2007-08-29,0.042956,2023-07-14,AUTORA
selic_3986,2007-08-28,0.042956,2023-07-14,AUTORA
selic_3987,2007-08-27,0.042956,2023-07-14,AUTORA
selic_3988,2007-08-24,0.042956,2023-07-14,AUTORA
selic_3989,2007-08-23,0.042956,2023-07-14,AUTORA
selic_3990,2007-08-22,0.042956,2023-07-14,AUTORA
selic_3991,2007-08-21,0.042956,2023-07-14,AUTORA
selic_3992,2007-08-20,0.042956,2023-07-14,AUTORA
selic_3993,2007-08-17,0.042956,2023-07-14,AUTORA
selic_3994,2007-08-16,0.042956,2023-07-14,AUTORA
selic_3995,2007-08-15,0.042956,2023-07-14,AUTORA
selic_3996,2007-08-14,0.042956,2023-07-14,AUTORA
selic_3997,2007-08-13,0.042921,2023-07-14,AUTORA
selic_3998,2007-08-10,0.042956,2023-07-14,AUTORA
selic_3999,2007-08-09,0.042956,2023-07-14,AUTORA
selic_4000,2007-08-08,0.042956,2023-07-14,AUTORA
selic_4001,2007-08-07,0.042956,2023-07-14,AUTORA
selic_4002,2007-08-06,0.042956,2023-07-14,AUTORA
selic_4003,2007-08-03,0.042956,2023-07-14,AUTORA
selic_4004,2007-08-02,0.042956,2023-07-14,AUTORA
selic_4005,2007-08-01,0.042956,2023-07-14,AUTORA
selic_4006,2007-07-31,0.042956,2023-07-14,AUTORA
selic_4007,2007-07-30,0.042956,2023-07-14,AUTORA
selic_4008,2007-07-27,0.042956,2023-07-14,AUTORA
selic_4009,2007-07-26,0.042956,2023-07-14,AUTORA
selic_4010,2007-07-25,0.042956,2023-07-14,AUTORA
selic_4011,2007-07-24,0.042956,2023-07-14,AUTORA
selic_4012,2007-07-23,0.042956,2023-07-14,AUTORA
selic_4013,2007-07-20,0.042956,2023-07-14,AUTORA
selic_4014,2007-07-19,0.042956,2023-07-14,AUTORA
selic_4015,2007-07-18,0.044734,2023-07-14,AUTORA
selic_4016,2007-07-17,0.044734,2023-07-14,AUTORA
selic_4017,2007-07-16,0.044734,2023-07-14,AUTORA
selic_4018,2007-07-13,0.044734,2023-07-14,AUTORA
selic_4019,2007-07-12,0.044734,2023-07-14,AUTORA
selic_4020,2007-07-11,0.044734,2023-07-14,AUTORA
selic_4021,2007-07-10,0.044734,2023-07-14,AUTORA
selic_4022,2007-07-09,0.044734,2023-07-14,AUTORA
selic_4023,2007-07-06,0.044734,2023-07-14,AUTORA
selic_4024,2007-07-05,0.044734,2023-07-14,AUTORA
selic_4025,2007-07-04,0.044734,2023-07-14,AUTORA
selic_4026,2007-07-03,0.044734,2023-07-14,AUTORA
selic_4027,2007-07-02,0.044734,2023-07-14,AUTORA
selic_4028,2007-06-29,0.044734,2023-07-14,AUTORA
selic_4029,2007-06-28,0.044734,2023-07-14,AUTORA
selic_4030,2007-06-27,0.044734,2023-07-14,AUTORA
selic_4031,2007-06-26,0.044734,2023-07-14,AUTORA
selic_4032,2007-06-25,0.044734,2023-07-14,AUTORA
selic_4033,2007-06-22,0.044734,2023-07-14,AUTORA
selic_4034,2007-06-21,0.044734,2023-07-14,AUTORA
selic_4035,2007-06-20,0.044734,2023-07-14,AUTORA
selic_4036,2007-06-19,0.044734,2023-07-14,AUTORA
selic_4037,2007-06-18,0.044734,2023-07-14,AUTORA
selic_4038,2007-06-15,0.044734,2023-07-14,AUTORA
selic_4039,2007-06-14,0.044734,2023-07-14,AUTORA
selic_4040,2007-06-13,0.044734,2023-07-14,AUTORA
selic_4041,2007-06-12,0.044734,2023-07-14,AUTORA
selic_4042,2007-06-11,0.044734,2023-07-14,AUTORA
selic_4043,2007-06-08,0.044734,2023-07-14,AUTORA
selic_4044,2007-06-06,0.046503,2023-07-14,AUTORA
selic_4045,2007-06-05,0.046503,2023-07-14,AUTORA
selic_4046,2007-06-04,0.046503,2023-07-14,AUTORA
selic_4047,2007-06-01,0.046503,2023-07-14,AUTORA
selic_4048,2007-05-31,0.046503,2023-07-14,AUTORA
selic_4049,2007-05-30,0.046503,2023-07-14,AUTORA
selic_4050,2007-05-29,0.046503,2023-07-14,AUTORA
selic_4051,2007-05-28,0.046503,2023-07-14,AUTORA
selic_4052,2007-05-25,0.046503,2023-07-14,AUTORA
selic_4053,2007-05-24,0.046503,2023-07-14,AUTORA
selic_4054,2007-05-23,0.046503,2023-07-14,AUTORA
selic_4055,2007-05-22,0.046503,2023-07-14,AUTORA
selic_4056,2007-05-21,0.046503,2023-07-14,AUTORA
selic_4057,2007-05-18,0.046503,2023-07-14,AUTORA
selic_4058,2007-05-17,0.046503,2023-07-14,AUTORA
selic_4059,2007-05-16,0.046503,2023-07-14,AUTORA
selic_4060,2007-05-15,0.046503,2023-07-14,AUTORA
selic_4061,2007-05-14,0.046503,2023-07-14,AUTORA
selic_4062,2007-05-11,0.046503,2023-07-14,AUTORA
selic_4063,2007-05-10,0.046503,2023-07-14,AUTORA
selic_4064,2007-05-09,0.046503,2023-07-14,AUTORA
selic_4065,2007-05-08,0.046503,2023-07-14,AUTORA
selic_4066,2007-05-07,0.046503,2023-07-14,AUTORA
selic_4067,2007-05-04,0.046503,2023-07-14,AUTORA
selic_4068,2007-05-03,0.046503,2023-07-14,AUTORA
selic_4069,2007-05-02,0.046503,2023-07-14,AUTORA
selic_4070,2007-04-30,0.046503,2023-07-14,AUTORA
selic_4071,2007-04-27,0.046503,2023-07-14,AUTORA
selic_4072,2007-04-26,0.046503,2023-07-14,AUTORA
selic_4073,2007-04-25,0.046503,2023-07-14,AUTORA
selic_4074,2007-04-24,0.046503,2023-07-14,AUTORA
selic_4075,2007-04-23,0.046503,2023-07-14,AUTORA
selic_4076,2007-04-20,0.046503,2023-07-14,AUTORA
selic_4077,2007-04-19,0.046503,2023-07-14,AUTORA
selic_4078,2007-04-18,0.04735,2023-07-14,AUTORA
selic_4079,2007-04-17,0.04735,2023-07-14,AUTORA
selic_4080,2007-04-16,0.047385,2023-07-14,AUTORA
selic_4081,2007-04-13,0.047385,2023-07-14,AUTORA
selic_4082,2007-04-12,0.047385,2023-07-14,AUTORA
selic_4083,2007-04-11,0.047385,2023-07-14,AUTORA
selic_4084,2007-04-10,0.047385,2023-07-14,AUTORA
selic_4085,2007-04-09,0.047385,2023-07-14,AUTORA
selic_4086,2007-04-05,0.04742,2023-07-14,AUTORA
selic_4087,2007-04-04,0.047385,2023-07-14,AUTORA
selic_4088,2007-04-03,0.047385,2023-07-14,AUTORA
selic_4089,2007-04-02,0.047385,2023-07-14,AUTORA
selic_4090,2007-03-30,0.047385,2023-07-14,AUTORA
selic_4091,2007-03-29,0.047385,2023-07-14,AUTORA
selic_4092,2007-03-28,0.047385,2023-07-14,AUTORA
selic_4093,2007-03-27,0.047385,2023-07-14,AUTORA
selic_4094,2007-03-26,0.047385,2023-07-14,AUTORA
selic_4095,2007-03-23,0.047385,2023-07-14,AUTORA
selic_4096,2007-03-22,0.047385,2023-07-14,AUTORA
selic_4097,2007-03-21,0.047385,2023-07-14,AUTORA
selic_4098,2007-03-20,0.047385,2023-07-14,AUTORA
selic_4099,2007-03-19,0.047385,2023-07-14,AUTORA
selic_4100,2007-03-16,0.047385,2023-07-14,AUTORA
selic_4101,2007-03-15,0.047385,2023-07-14,AUTORA
selic_4102,2007-03-14,0.047385,2023-07-14,AUTORA
selic_4103,2007-03-13,0.047385,2023-07-14,AUTORA
selic_4104,2007-03-12,0.04742,2023-07-14,AUTORA
selic_4105,2007-03-09,0.04742,2023-07-14,AUTORA
selic_4106,2007-03-08,0.04742,2023-07-14,AUTORA
selic_4107,2007-03-07,0.048265,2023-07-14,AUTORA
selic_4108,2007-03-06,0.048265,2023-07-14,AUTORA
selic_4109,2007-03-05,0.048265,2023-07-14,AUTORA
selic_4110,2007-03-02,0.048265,2023-07-14,AUTORA
selic_4111,2007-03-01,0.048265,2023-07-14,AUTORA
selic_4112,2007-02-28,0.048265,2023-07-14,AUTORA
selic_4113,2007-02-27,0.048265,2023-07-14,AUTORA
selic_4114,2007-02-26,0.048265,2023-07-14,AUTORA
selic_4115,2007-02-23,0.0483,2023-07-14,AUTORA
selic_4116,2007-02-22,0.0483,2023-07-14,AUTORA
selic_4117,2007-02-21,0.0483,2023-07-14,AUTORA
selic_4118,2007-02-16,0.0483,2023-07-14,AUTORA
selic_4119,2007-02-15,0.048265,2023-07-14,AUTORA
selic_4120,2007-02-14,0.048265,2023-07-14,AUTORA
selic_4121,2007-02-13,0.048265,2023-07-14,AUTORA
selic_4122,2007-02-12,0.048265,2023-07-14,AUTORA
selic_4123,2007-02-09,0.048265,2023-07-14,AUTORA
selic_4124,2007-02-08,0.048265,2023-07-14,AUTORA
selic_4125,2007-02-07,0.048265,2023-07-14,AUTORA
selic_4126,2007-02-06,0.048265,2023-07-14,AUTORA
selic_4127,2007-02-05,0.048265,2023-07-14,AUTORA
selic_4128,2007-02-02,0.048265,2023-07-14,AUTORA
selic_4129,2007-02-01,0.048265,2023-07-14,AUTORA
selic_4130,2007-01-31,0.048265,2023-07-14,AUTORA
selic_4131,2007-01-30,0.048265,2023-07-14,AUTORA
selic_4132,2007-01-29,0.048265,2023-07-14,AUTORA
selic_4133,2007-01-26,0.04823,2023-07-14,AUTORA
selic_4134,2007-01-25,0.0483,2023-07-14,AUTORA
selic_4135,2007-01-24,0.049143,2023-07-14,AUTORA
selic_4136,2007-01-23,0.049178,2023-07-14,AUTORA
selic_4137,2007-01-22,0.049178,2023-07-14,AUTORA
selic_4138,2007-01-19,0.049178,2023-07-14,AUTORA
selic_4139,2007-01-18,0.049178,2023-07-14,AUTORA
selic_4140,2007-01-17,0.049178,2023-07-14,AUTORA
selic_4141,2007-01-16,0.049178,2023-07-14,AUTORA
selic_4142,2007-01-15,0.049178,2023-07-14,AUTORA
selic_4143,2007-01-12,0.049143,2023-07-14,AUTORA
selic_4144,2007-01-11,0.049178,2023-07-14,AUTORA
selic_4145,2007-01-10,0.049178,2023-07-14,AUTORA
selic_4146,2007-01-09,0.049178,2023-07-14,AUTORA
selic_4147,2007-01-08,0.049178,2023-07-14,AUTORA
selic_4148,2007-01-05,0.049178,2023-07-14,AUTORA
selic_4149,2007-01-04,0.049178,2023-07-14,AUTORA
selic_4150,2007-01-03,0.049143,2023-07-14,AUTORA
selic_4151,2007-01-02,0.049178,2023-07-14,AUTORA
selic_4152,2006-12-29,0.049178,2023-07-14,AUTORA
selic_4153,2006-12-28,0.049178,2023-07-14,AUTORA
selic_4154,2006-12-27,0.049143,2023-07-14,AUTORA
selic_4155,2006-12-26,0.049178,2023-07-14,AUTORA
selic_4156,2006-12-22,0.049178,2023-07-14,AUTORA
selic_4157,2006-12-21,0.049178,2023-07-14,AUTORA
selic_4158,2006-12-20,0.049178,2023-07-14,AUTORA
selic_4159,2006-12-19,0.049178,2023-07-14,AUTORA
selic_4160,2006-12-18,0.049178,2023-07-14,AUTORA
selic_4161,2006-12-15,0.049143,2023-07-14,AUTORA
selic_4162,2006-12-14,0.049178,2023-07-14,AUTORA
selic_4163,2006-12-13,0.049178,2023-07-14,AUTORA
selic_4164,2006-12-12,0.049143,2023-07-14,AUTORA
selic_4165,2006-12-11,0.049178,2023-07-14,AUTORA
selic_4166,2006-12-08,0.049143,2023-07-14,AUTORA
selic_4167,2006-12-07,0.049143,2023-07-14,AUTORA
selic_4168,2006-12-06,0.049143,2023-07-14,AUTORA
selic_4169,2006-12-05,0.049178,2023-07-14,AUTORA
selic_4170,2006-12-04,0.049143,2023-07-14,AUTORA
selic_4171,2006-12-01,0.049143,2023-07-14,AUTORA
selic_4172,2006-11-30,0.049143,2023-07-14,AUTORA
selic_4173,2006-11-29,0.050893,2023-07-14,AUTORA
selic_4174,2006-11-28,0.050893,2023-07-14,AUTORA
selic_4175,2006-11-27,0.050823,2023-07-14,AUTORA
selic_4176,2006-11-24,0.050823,2023-07-14,AUTORA
selic_4177,2006-11-23,0.050858,2023-07-14,AUTORA
selic_4178,2006-11-22,0.050823,2023-07-14,AUTORA
selic_4179,2006-11-21,0.050893,2023-07-14,AUTORA
selic_4180,2006-11-20,0.050893,2023-07-14,AUTORA
selic_4181,2006-11-17,0.050823,2023-07-14,AUTORA
selic_4182,2006-11-16,0.050823,2023-07-14,AUTORA
selic_4183,2006-11-14,0.050858,2023-07-14,AUTORA
selic_4184,2006-11-13,0.050893,2023-07-14,AUTORA
selic_4185,2006-11-10,0.050823,2023-07-14,AUTORA
selic_4186,2006-11-09,0.050893,2023-07-14,AUTORA
selic_4187,2006-11-08,0.050928,2023-07-14,AUTORA
selic_4188,2006-11-07,0.050928,2023-07-14,AUTORA
selic_4189,2006-11-06,0.050928,2023-07-14,AUTORA
selic_4190,2006-11-03,0.050858,2023-07-14,AUTORA
selic_4191,2006-11-01,0.050893,2023-07-14,AUTORA
selic_4192,2006-10-31,0.050893,2023-07-14,AUTORA
selic_4193,2006-10-30,0.050893,2023-07-14,AUTORA
selic_4194,2006-10-27,0.050858,2023-07-14,AUTORA
selic_4195,2006-10-26,0.050893,2023-07-14,AUTORA
selic_4196,2006-10-25,0.050893,2023-07-14,AUTORA
selic_4197,2006-10-24,0.050858,2023-07-14,AUTORA
selic_4198,2006-10-23,0.050823,2023-07-14,AUTORA
selic_4199,2006-10-20,0.050788,2023-07-14,AUTORA
selic_4200,2006-10-19,0.050858,2023-07-14,AUTORA
selic_4201,2006-10-18,0.052566,2023-07-14,AUTORA
selic_4202,2006-10-17,0.052566,2023-07-14,AUTORA
selic_4203,2006-10-16,0.052566,2023-07-14,AUTORA
selic_4204,2006-10-13,0.052566,2023-07-14,AUTORA
selic_4205,2006-10-11,0.052566,2023-07-14,AUTORA
selic_4206,2006-10-10,0.052566,2023-07-14,AUTORA
selic_4207,2006-10-09,0.052566,2023-07-14,AUTORA
selic_4208,2006-10-06,0.0526,2023-07-14,AUTORA
selic_4209,2006-10-05,0.052566,2023-07-14,AUTORA
selic_4210,2006-10-04,0.052566,2023-07-14,AUTORA
selic_4211,2006-10-03,0.052566,2023-07-14,AUTORA
selic_4212,2006-10-02,0.052566,2023-07-14,AUTORA
selic_4213,2006-09-29,0.0526,2023-07-14,AUTORA
selic_4214,2006-09-28,0.0526,2023-07-14,AUTORA
selic_4215,2006-09-27,0.0526,2023-07-14,AUTORA
selic_4216,2006-09-26,0.0526,2023-07-14,AUTORA
selic_4217,2006-09-25,0.0526,2023-07-14,AUTORA
selic_4218,2006-09-22,0.0526,2023-07-14,AUTORA
selic_4219,2006-09-21,0.052635,2023-07-14,AUTORA
selic_4220,2006-09-20,0.0526,2023-07-14,AUTORA
selic_4221,2006-09-19,0.0526,2023-07-14,AUTORA
selic_4222,2006-09-18,0.052566,2023-07-14,AUTORA
selic_4223,2006-09-15,0.0526,2023-07-14,AUTORA
selic_4224,2006-09-14,0.0526,2023-07-14,AUTORA
selic_4225,2006-09-13,0.0526,2023-07-14,AUTORA
selic_4226,2006-09-12,0.0526,2023-07-14,AUTORA
selic_4227,2006-09-11,0.0526,2023-07-14,AUTORA
selic_4228,2006-09-08,0.0526,2023-07-14,AUTORA
selic_4229,2006-09-06,0.0526,2023-07-14,AUTORA
selic_4230,2006-09-05,0.052635,2023-07-14,AUTORA
selic_4231,2006-09-04,0.0526,2023-07-14,AUTORA
selic_4232,2006-09-01,0.0526,2023-07-14,AUTORA
selic_4233,2006-08-31,0.052635,2023-07-14,AUTORA
selic_4234,2006-08-30,0.054335,2023-07-14,AUTORA
selic_4235,2006-08-29,0.054405,2023-07-14,AUTORA
selic_4236,2006-08-28,0.054405,2023-07-14,AUTORA
selic_4237,2006-08-25,0.05437,2023-07-14,AUTORA
selic_4238,2006-08-24,0.054405,2023-07-14,AUTORA
selic_4239,2006-08-23,0.05437,2023-07-14,AUTORA
selic_4240,2006-08-22,0.054405,2023-07-14,AUTORA
selic_4241,2006-08-21,0.054439,2023-07-14,AUTORA
selic_4242,2006-08-18,0.054578,2023-07-14,AUTORA
selic_4243,2006-08-17,0.054405,2023-07-14,AUTORA
selic_4244,2006-08-16,0.054405,2023-07-14,AUTORA
selic_4245,2006-08-15,0.054439,2023-07-14,AUTORA
selic_4246,2006-08-14,0.054405,2023-07-14,AUTORA
selic_4247,2006-08-11,0.054335,2023-07-14,AUTORA
selic_4248,2006-08-10,0.054301,2023-07-14,AUTORA
selic_4249,2006-08-09,0.054301,2023-07-14,AUTORA
selic_4250,2006-08-08,0.054301,2023-07-14,AUTORA
selic_4251,2006-08-07,0.054301,2023-07-14,AUTORA
selic_4252,2006-08-04,0.054301,2023-07-14,AUTORA
selic_4253,2006-08-03,0.054335,2023-07-14,AUTORA
selic_4254,2006-08-02,0.054301,2023-07-14,AUTORA
selic_4255,2006-08-01,0.054301,2023-07-14,AUTORA
selic_4256,2006-07-31,0.054301,2023-07-14,AUTORA
selic_4257,2006-07-28,0.054266,2023-07-14,AUTORA
selic_4258,2006-07-27,0.054301,2023-07-14,AUTORA
selic_4259,2006-07-26,0.054301,2023-07-14,AUTORA
selic_4260,2006-07-25,0.054301,2023-07-14,AUTORA
selic_4261,2006-07-24,0.054301,2023-07-14,AUTORA
selic_4262,2006-07-21,0.054266,2023-07-14,AUTORA
selic_4263,2006-07-20,0.054301,2023-07-14,AUTORA
selic_4264,2006-07-19,0.056063,2023-07-14,AUTORA
selic_4265,2006-07-18,0.056132,2023-07-14,AUTORA
selic_4266,2006-07-17,0.056028,2023-07-14,AUTORA
selic_4267,2006-07-14,0.056097,2023-07-14,AUTORA
selic_4268,2006-07-13,0.056097,2023-07-14,AUTORA
selic_4269,2006-07-12,0.056097,2023-07-14,AUTORA
selic_4270,2006-07-11,0.056097,2023-07-14,AUTORA
selic_4271,2006-07-10,0.056097,2023-07-14,AUTORA
selic_4272,2006-07-07,0.056097,2023-07-14,AUTORA
selic_4273,2006-07-06,0.056097,2023-07-14,AUTORA
selic_4274,2006-07-05,0.056097,2023-07-14,AUTORA
selic_4275,2006-07-04,0.056097,2023-07-14,AUTORA
selic_4276,2006-07-03,0.056063,2023-07-14,AUTORA
selic_4277,2006-06-30,0.056097,2023-07-14,AUTORA
selic_4278,2006-06-29,0.056097,2023-07-14,AUTORA
selic_4279,2006-06-28,0.056097,2023-07-14,AUTORA
selic_4280,2006-06-27,0.056097,2023-07-14,AUTORA
selic_4281,2006-06-26,0.056097,2023-07-14,AUTORA
selic_4282,2006-06-23,0.056063,2023-07-14,AUTORA
selic_4283,2006-06-22,0.056097,2023-07-14,AUTORA
selic_4284,2006-06-21,0.056097,2023-07-14,AUTORA
selic_4285,2006-06-20,0.056097,2023-07-14,AUTORA
selic_4286,2006-06-19,0.056097,2023-07-14,AUTORA
selic_4287,2006-06-16,0.056097,2023-07-14,AUTORA
selic_4288,2006-06-14,0.056097,2023-07-14,AUTORA
selic_4289,2006-06-13,0.056132,2023-07-14,AUTORA
selic_4290,2006-06-12,0.056097,2023-07-14,AUTORA
selic_4291,2006-06-09,0.056063,2023-07-14,AUTORA
selic_4292,2006-06-08,0.056063,2023-07-14,AUTORA
selic_4293,2006-06-07,0.056063,2023-07-14,AUTORA
selic_4294,2006-06-06,0.056063,2023-07-14,AUTORA
selic_4295,2006-06-05,0.056063,2023-07-14,AUTORA
selic_4296,2006-06-02,0.056028,2023-07-14,AUTORA
selic_4297,2006-06-01,0.056063,2023-07-14,AUTORA
selic_4298,2006-05-31,0.057749,2023-07-14,AUTORA
selic_4299,2006-05-30,0.057749,2023-07-14,AUTORA
selic_4300,2006-05-29,0.057783,2023-07-14,AUTORA
selic_4301,2006-05-26,0.057749,2023-07-14,AUTORA
selic_4302,2006-05-25,0.057783,2023-07-14,AUTORA
selic_4303,2006-05-24,0.057749,2023-07-14,AUTORA
selic_4304,2006-05-23,0.057783,2023-07-14,AUTORA
selic_4305,2006-05-22,0.057749,2023-07-14,AUTORA
selic_4306,2006-05-19,0.057749,2023-07-14,AUTORA
selic_4307,2006-05-18,0.057817,2023-07-14,AUTORA
selic_4308,2006-05-17,0.057817,2023-07-14,AUTORA
selic_4309,2006-05-16,0.058126,2023-07-14,AUTORA
selic_4310,2006-05-15,0.058023,2023-07-14,AUTORA
selic_4311,2006-05-12,0.058058,2023-07-14,AUTORA
selic_4312,2006-05-11,0.057886,2023-07-14,AUTORA
selic_4313,2006-05-10,0.05792,2023-07-14,AUTORA
selic_4314,2006-05-09,0.058126,2023-07-14,AUTORA
selic_4315,2006-05-08,0.058126,2023-07-14,AUTORA
selic_4316,2006-05-05,0.058126,2023-07-14,AUTORA
selic_4317,2006-05-04,0.05792,2023-07-14,AUTORA
selic_4318,2006-05-03,0.05792,2023-07-14,AUTORA
selic_4319,2006-05-02,0.057886,2023-07-14,AUTORA
selic_4320,2006-04-28,0.057886,2023-07-14,AUTORA
selic_4321,2006-04-27,0.057852,2023-07-14,AUTORA
selic_4322,2006-04-26,0.057817,2023-07-14,AUTORA
selic_4323,2006-04-25,0.057817,2023-07-14,AUTORA
selic_4324,2006-04-24,0.057817,2023-07-14,AUTORA
selic_4325,2006-04-20,0.057852,2023-07-14,AUTORA
selic_4326,2006-04-19,0.060417,2023-07-14,AUTORA
selic_4327,2006-04-18,0.060452,2023-07-14,AUTORA
selic_4328,2006-04-17,0.060452,2023-07-14,AUTORA
selic_4329,2006-04-13,0.060452,2023-07-14,AUTORA
selic_4330,2006-04-12,0.060452,2023-07-14,AUTORA
selic_4331,2006-04-11,0.060452,2023-07-14,AUTORA
selic_4332,2006-04-10,0.060452,2023-07-14,AUTORA
selic_4333,2006-04-07,0.060452,2023-07-14,AUTORA
selic_4334,2006-04-06,0.060452,2023-07-14,AUTORA
selic_4335,2006-04-05,0.060452,2023-07-14,AUTORA
selic_4336,2006-04-04,0.060452,2023-07-14,AUTORA
selic_4337,2006-04-03,0.060452,2023-07-14,AUTORA
selic_4338,2006-03-31,0.060758,2023-07-14,AUTORA
selic_4339,2006-03-30,0.060758,2023-07-14,AUTORA
selic_4340,2006-03-29,0.060758,2023-07-14,AUTORA
selic_4341,2006-03-28,0.060758,2023-07-14,AUTORA
selic_4342,2006-03-27,0.060758,2023-07-14,AUTORA
selic_4343,2006-03-24,0.060758,2023-07-14,AUTORA
selic_4344,2006-03-23,0.060758,2023-07-14,AUTORA
selic_4345,2006-03-22,0.060758,2023-07-14,AUTORA
selic_4346,2006-03-21,0.060758,2023-07-14,AUTORA
selic_4347,2006-03-20,0.060758,2023-07-14,AUTORA
selic_4348,2006-03-17,0.060758,2023-07-14,AUTORA
selic_4349,2006-03-16,0.060758,2023-07-14,AUTORA
selic_4350,2006-03-15,0.060758,2023-07-14,AUTORA
selic_4351,2006-03-14,0.060758,2023-07-14,AUTORA
selic_4352,2006-03-13,0.060758,2023-07-14,AUTORA
selic_4353,2006-03-10,0.060758,2023-07-14,AUTORA
selic_4354,2006-03-09,0.060758,2023-07-14,AUTORA
selic_4355,2006-03-08,0.063305,2023-07-14,AUTORA
selic_4356,2006-03-07,0.063305,2023-07-14,AUTORA
selic_4357,2006-03-06,0.063305,2023-07-14,AUTORA
selic_4358,2006-03-03,0.063305,2023-07-14,AUTORA
selic_4359,2006-03-02,0.063305,2023-07-14,AUTORA
selic_4360,2006-03-01,0.063305,2023-07-14,AUTORA
selic_4361,2006-02-24,0.063305,2023-07-14,AUTORA
selic_4362,2006-02-23,0.063305,2023-07-14,AUTORA
selic_4363,2006-02-22,0.063305,2023-07-14,AUTORA
selic_4364,2006-02-21,0.063305,2023-07-14,AUTORA
selic_4365,2006-02-20,0.063305,2023-07-14,AUTORA
selic_4366,2006-02-17,0.063305,2023-07-14,AUTORA
selic_4367,2006-02-16,0.063305,2023-07-14,AUTORA
selic_4368,2006-02-15,0.063305,2023-07-14,AUTORA
selic_4369,2006-02-14,0.063305,2023-07-14,AUTORA
selic_4370,2006-02-13,0.063305,2023-07-14,AUTORA
selic_4371,2006-02-10,0.063305,2023-07-14,AUTORA
selic_4372,2006-02-09,0.063305,2023-07-14,AUTORA
selic_4373,2006-02-08,0.063305,2023-07-14,AUTORA
selic_4374,2006-02-07,0.063272,2023-07-14,AUTORA
selic_4375,2006-02-06,0.063238,2023-07-14,AUTORA
selic_4376,2006-02-03,0.063204,2023-07-14,AUTORA
selic_4377,2006-02-02,0.063136,2023-07-14,AUTORA
selic_4378,2006-02-01,0.063102,2023-07-14,AUTORA
selic_4379,2006-01-31,0.063102,2023-07-14,AUTORA
selic_4380,2006-01-30,0.063102,2023-07-14,AUTORA
selic_4381,2006-01-27,0.063102,2023-07-14,AUTORA
selic_4382,2006-01-26,0.063068,2023-07-14,AUTORA
selic_4383,2006-01-25,0.063035,2023-07-14,AUTORA
selic_4384,2006-01-24,0.063001,2023-07-14,AUTORA
selic_4385,2006-01-23,0.063001,2023-07-14,AUTORA
selic_4386,2006-01-20,0.063001,2023-07-14,AUTORA
selic_4387,2006-01-19,0.063001,2023-07-14,AUTORA
selic_4388,2006-01-18,0.065534,2023-07-14,AUTORA
selic_4389,2006-01-17,0.065534,2023-07-14,AUTORA
selic_4390,2006-01-16,0.065534,2023-07-14,AUTORA
selic_4391,2006-01-13,0.065534,2023-07-14,AUTORA
selic_4392,2006-01-12,0.065534,2023-07-14,AUTORA
selic_4393,2006-01-11,0.065534,2023-07-14,AUTORA
selic_4394,2006-01-10,0.065534,2023-07-14,AUTORA
selic_4395,2006-01-09,0.065534,2023-07-14,AUTORA
selic_4396,2006-01-06,0.065534,2023-07-14,AUTORA
selic_4397,2006-01-05,0.065567,2023-07-14,AUTORA
selic_4398,2006-01-04,0.065601,2023-07-14,AUTORA
selic_4399,2006-01-03,0.065635,2023-07-14,AUTORA
selic_4400,2006-01-02,0.065635,2023-07-14,AUTORA
selic_4401,2005-12-30,0.06587,2023-07-14,AUTORA
selic_4402,2005-12-29,0.06587,2023-07-14,AUTORA
selic_4403,2005-12-28,0.065836,2023-07-14,AUTORA
selic_4404,2005-12-27,0.065836,2023-07-14,AUTORA
selic_4405,2005-12-26,0.065836,2023-07-14,AUTORA
selic_4406,2005-12-23,0.065836,2023-07-14,AUTORA
selic_4407,2005-12-22,0.065836,2023-07-14,AUTORA
selic_4408,2005-12-21,0.065836,2023-07-14,AUTORA
selic_4409,2005-12-20,0.065836,2023-07-14,AUTORA
selic_4410,2005-12-19,0.065836,2023-07-14,AUTORA
selic_4411,2005-12-16,0.065803,2023-07-14,AUTORA
selic_4412,2005-12-15,0.065702,2023-07-14,AUTORA
selic_4413,2005-12-14,0.067314,2023-07-14,AUTORA
selic_4414,2005-12-13,0.067314,2023-07-14,AUTORA
selic_4415,2005-12-12,0.067314,2023-07-14,AUTORA
selic_4416,2005-12-09,0.067314,2023-07-14,AUTORA
selic_4417,2005-12-08,0.067314,2023-07-14,AUTORA
selic_4418,2005-12-07,0.067314,2023-07-14,AUTORA
selic_4419,2005-12-06,0.067314,2023-07-14,AUTORA
selic_4420,2005-12-05,0.067347,2023-07-14,AUTORA
selic_4421,2005-12-02,0.067381,2023-07-14,AUTORA
selic_4422,2005-12-01,0.067448,2023-07-14,AUTORA
selic_4423,2005-11-30,0.067481,2023-07-14,AUTORA
selic_4424,2005-11-29,0.067381,2023-07-14,AUTORA
selic_4425,2005-11-28,0.067347,2023-07-14,AUTORA
selic_4426,2005-11-25,0.06728,2023-07-14,AUTORA
selic_4427,2005-11-24,0.067247,2023-07-14,AUTORA
selic_4428,2005-11-23,0.068919,2023-07-14,AUTORA
selic_4429,2005-11-22,0.068986,2023-07-14,AUTORA
selic_4430,2005-11-21,0.068986,2023-07-14,AUTORA
